Year,Medical_District_AR,Medical_District_EN,Cause_of_Death_AR,Cause_of_Death_EN,Nationality_AR,Nationality_EN,Sex_AR,Sex_EN,Value,,,,,,
2008,الشارقة,Sharjah,ورم خبیث بالمعدة,Malignant Neoplasm of the Stomach,مواطن,Citizen,ذ,M,4,,,,,,
2008,الشارقة,Sharjah,ورم خبیث بالمعدة,Malignant Neoplasm of the Stomach,مواطن,Citizen,ا,F,2,,,,,,
2008,الشارقة,Sharjah,ورم خبیث بالمعدة,Malignant Neoplasm of the Stomach,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الشارقة,Sharjah,ورم خبیث بالمعدة,Malignant Neoplasm of the Stomach,غیر مواطن,Non-Citizen,ا,F,3,,,,,,
2008,الشارقة,Sharjah,ورم خبیث بالمعدة,Malignant Neoplasm of the Stomach,جملة,Total,جملة,Total,9,,,,,,
2008,الشارقة,Sharjah,ورم خبیث بالقولون,Malignant Neoplasm of the Colon,مواطن,Citizen,ذ,M,2,,,,,,
2008,الشارقة,Sharjah,ورم خبیث بالقولون,Malignant Neoplasm of the Colon,مواطن,Citizen,ا,F,6,,,,,,
2008,الشارقة,Sharjah,ورم خبیث بالقولون,Malignant Neoplasm of the Colon,غیر مواطن,Non-Citizen,ذ,M,1,,,,,,
2008,الشارقة,Sharjah,ورم خبیث بالقولون,Malignant Neoplasm of the Colon,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الشارقة,Sharjah,ورم خبیث بالقولون,Malignant Neoplasm of the Colon,جملة,Total,جملة,Total,9,,,,,,
2008,الشارقة,Sharjah,ورم خبیث بالمستقیم او الشرج,Malignant Neoplasm of the Rectum,مواطن,Citizen,ذ,M,0,,,,,,
2008,الشارقة,Sharjah,ورم خبیث بالمستقیم او الشرج,Malignant Neoplasm of the Rectum,مواطن,Citizen,ا,F,0,,,,,,
2008,الشارقة,Sharjah,ورم خبیث بالمستقیم او الشرج,Malignant Neoplasm of the Rectum,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الشارقة,Sharjah,ورم خبیث بالمستقیم او الشرج,Malignant Neoplasm of the Rectum,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الشارقة,Sharjah,ورم خبیث بالمستقیم او الشرج,Malignant Neoplasm of the Rectum,جملة,Total,جملة,Total,0,,,,,,
2008,الشارقة,Sharjah,ورم خبیث بالقصبة الھوائیة او الشعب ,"Malignant Neoplasm of the Trachea, Bronchus, and Lung",مواطن,Citizen,ذ,M,5,,,,,,
2008,الشارقة,Sharjah,ورم خبیث بالقصبة الھوائیة او الشعب ,"Malignant Neoplasm of the Trachea, Bronchus, and Lung",مواطن,Citizen,ا,F,1,,,,,,
2008,الشارقة,Sharjah,ورم خبیث بالقصبة الھوائیة او الشعب ,"Malignant Neoplasm of the Trachea, Bronchus, and Lung",غیر مواطن,Non-Citizen,ذ,M,1,,,,,,
2008,الشارقة,Sharjah,ورم خبیث بالقصبة الھوائیة او الشعب ,"Malignant Neoplasm of the Trachea, Bronchus, and Lung",غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الشارقة,Sharjah,ورم خبیث بالقصبة الھوائیة او الشعب ,"Malignant Neoplasm of the Trachea, Bronchus, and Lung",جملة,Total,جملة,Total,7,,,,,,
2008,الشارقة,Sharjah,ورم خبیث بالثدي,Malignant Neoplasm of the Breast,مواطن,Citizen,ذ,M,0,,,,,,
2008,الشارقة,Sharjah,ورم خبیث بالثدي,Malignant Neoplasm of the Breast,مواطن,Citizen,ا,F,1,,,,,,
2008,الشارقة,Sharjah,ورم خبیث بالثدي,Malignant Neoplasm of the Breast,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الشارقة,Sharjah,ورم خبیث بالثدي,Malignant Neoplasm of the Breast,غیر مواطن,Non-Citizen,ا,F,5,,,,,,
2008,الشارقة,Sharjah,ورم خبیث بالثدي,Malignant Neoplasm of the Breast,جملة,Total,جملة,Total,6,,,,,,
2008,الشارقة,Sharjah,ورم خبیث بعنق الرحم ,Malignant Neoplasm of the Cervix Uteri,مواطن,Citizen,ذ,M,0,,,,,,
2008,الشارقة,Sharjah,ورم خبیث بعنق الرحم ,Malignant Neoplasm of the Cervix Uteri,مواطن,Citizen,ا,F,0,,,,,,
2008,الشارقة,Sharjah,ورم خبیث بعنق الرحم ,Malignant Neoplasm of the Cervix Uteri,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الشارقة,Sharjah,ورم خبیث بعنق الرحم ,Malignant Neoplasm of the Cervix Uteri,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الشارقة,Sharjah,ورم خبیث بعنق الرحم ,Malignant Neoplasm of the Cervix Uteri,جملة,Total,جملة,Total,0,,,,,,
2008,الشارقة,Sharjah,اورام خبیثة اخرى,Other Malignant Neoplasm,مواطن,Citizen,ذ,M,7,,,,,,
2008,الشارقة,Sharjah,اورام خبیثة اخرى,Other Malignant Neoplasm,مواطن,Citizen,ا,F,2,,,,,,
2008,الشارقة,Sharjah,اورام خبیثة اخرى,Other Malignant Neoplasm,غیر مواطن,Non-Citizen,ذ,M,11,,,,,,
2008,الشارقة,Sharjah,اورام خبیثة اخرى,Other Malignant Neoplasm,غیر مواطن,Non-Citizen,ا,F,11,,,,,,
2008,الشارقة,Sharjah,اورام خبیثة اخرى,Other Malignant Neoplasm,جملة,Total,جملة,Total,31,,,,,,
2008,الشارقة,Sharjah,سرطان الدم,Leukaemia,مواطن,Citizen,ذ,M,0,,,,,,
2008,الشارقة,Sharjah,سرطان الدم,Leukaemia,مواطن,Citizen,ا,F,0,,,,,,
2008,الشارقة,Sharjah,سرطان الدم,Leukaemia,غیر مواطن,Non-Citizen,ذ,M,2,,,,,,
2008,الشارقة,Sharjah,سرطان الدم,Leukaemia,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الشارقة,Sharjah,سرطان الدم,Leukaemia,جملة,Total,جملة,Total,2,,,,,,
2008,الشارقة,Sharjah,داء السكري,Diabetes Mellitus,مواطن,Citizen,ذ,M,6,,,,,,
2008,الشارقة,Sharjah,داء السكري,Diabetes Mellitus,مواطن,Citizen,ا,F,11,,,,,,
2008,الشارقة,Sharjah,داء السكري,Diabetes Mellitus,غیر مواطن,Non-Citizen,ذ,M,16,,,,,,
2008,الشارقة,Sharjah,داء السكري,Diabetes Mellitus,غیر مواطن,Non-Citizen,ا,F,10,,,,,,
2008,الشارقة,Sharjah,داء السكري,Diabetes Mellitus,جملة,Total,جملة,Total,43,,,,,,
2008,الشارقة,Sharjah,الھزال الغذائي,Nutritional Marasmus,مواطن,Citizen,ذ,M,0,,,,,,
2008,الشارقة,Sharjah,الھزال الغذائي,Nutritional Marasmus,مواطن,Citizen,ا,F,0,,,,,,
2008,الشارقة,Sharjah,الھزال الغذائي,Nutritional Marasmus,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الشارقة,Sharjah,الھزال الغذائي,Nutritional Marasmus,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الشارقة,Sharjah,الھزال الغذائي,Nutritional Marasmus,جملة,Total,جملة,Total,0,,,,,,
2008,الشارقة,Sharjah,انواع اخرى من سوء التغذية,Other Protein-Calorie Malnutrition,مواطن,Citizen,ذ,M,0,,,,,,
2008,الشارقة,Sharjah,انواع اخرى من سوء التغذية,Other Protein-Calorie Malnutrition,مواطن,Citizen,ا,F,0,,,,,,
2008,الشارقة,Sharjah,انواع اخرى من سوء التغذية,Other Protein-Calorie Malnutrition,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الشارقة,Sharjah,انواع اخرى من سوء التغذية,Other Protein-Calorie Malnutrition,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الشارقة,Sharjah,انواع اخرى من سوء التغذية,Other Protein-Calorie Malnutrition,جملة,Total,جملة,Total,0,,,,,,
2008,الشارقة,Sharjah,فقر الدم,Anaemia,مواطن,Citizen,ذ,M,1,,,,,,
2008,الشارقة,Sharjah,فقر الدم,Anaemia,مواطن,Citizen,ا,F,1,,,,,,
2008,الشارقة,Sharjah,فقر الدم,Anaemia,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الشارقة,Sharjah,فقر الدم,Anaemia,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الشارقة,Sharjah,فقر الدم,Anaemia,جملة,Total,جملة,Total,2,,,,,,
2008,الشارقة,Sharjah,الاضطرابات العقلیة,Mental Disorders,مواطن,Citizen,ذ,M,0,,,,,,
2008,الشارقة,Sharjah,الاضطرابات العقلیة,Mental Disorders,مواطن,Citizen,ا,F,0,,,,,,
2008,الشارقة,Sharjah,الاضطرابات العقلیة,Mental Disorders,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الشارقة,Sharjah,الاضطرابات العقلیة,Mental Disorders,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الشارقة,Sharjah,الاضطرابات العقلیة,Mental Disorders,جملة,Total,جملة,Total,0,,,,,,
2008,الشارقة,Sharjah,امراض الجھاز العصبي,Diseases of the Nervous System,مواطن,Citizen,ذ,M,6,,,,,,
2008,الشارقة,Sharjah,امراض الجھاز العصبي,Diseases of the Nervous System,مواطن,Citizen,ا,F,1,,,,,,
2008,الشارقة,Sharjah,امراض الجھاز العصبي,Diseases of the Nervous System,غیر مواطن,Non-Citizen,ذ,M,4,,,,,,
2008,الشارقة,Sharjah,امراض الجھاز العصبي,Diseases of the Nervous System,غیر مواطن,Non-Citizen,ا,F,4,,,,,,
2008,الشارقة,Sharjah,امراض الجھاز العصبي,Diseases of the Nervous System,جملة,Total,جملة,Total,15,,,,,,
2008,الشارقة,Sharjah,التھاب سحائي,Meningitis,مواطن,Citizen,ذ,M,0,,,,,,
2008,الشارقة,Sharjah,التھاب سحائي,Meningitis,مواطن,Citizen,ا,F,0,,,,,,
2008,الشارقة,Sharjah,التھاب سحائي,Meningitis,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الشارقة,Sharjah,التھاب سحائي,Meningitis,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الشارقة,Sharjah,التھاب سحائي,Meningitis,جملة,Total,جملة,Total,0,,,,,,
2008,الشارقة,Sharjah,امراض الجھاز الدوري الاخرى,Diseases of the Circulatory System,مواطن,Citizen,ذ,M,52,,,,,,
2008,الشارقة,Sharjah,امراض الجھاز الدوري الاخرى,Diseases of the Circulatory System,مواطن,Citizen,ا,F,51,,,,,,
2008,الشارقة,Sharjah,امراض الجھاز الدوري الاخرى,Diseases of the Circulatory System,غیر مواطن,Non-Citizen,ذ,M,76,,,,,,
2008,الشارقة,Sharjah,امراض الجھاز الدوري الاخرى,Diseases of the Circulatory System,غیر مواطن,Non-Citizen,ا,F,45,,,,,,
2008,الشارقة,Sharjah,امراض الجھاز الدوري الاخرى,Diseases of the Circulatory System,جملة,Total,جملة,Total,224,,,,,,
2008,الشارقة,Sharjah,الحمى الروماتیزمیة ,Acute Rheumatic Fever,مواطن,Citizen,ذ,M,0,,,,,,
2008,الشارقة,Sharjah,الحمى الروماتیزمیة ,Acute Rheumatic Fever,مواطن,Citizen,ا,F,0,,,,,,
2008,الشارقة,Sharjah,الحمى الروماتیزمیة ,Acute Rheumatic Fever,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الشارقة,Sharjah,الحمى الروماتیزمیة ,Acute Rheumatic Fever,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الشارقة,Sharjah,الحمى الروماتیزمیة ,Acute Rheumatic Fever,جملة,Total,جملة,Total,0,,,,,,
2008,الشارقة,Sharjah,امراض القلب المزمنة,Chronic Rheumatic Heart Diseases,مواطن,Citizen,ذ,M,0,,,,,,
2008,الشارقة,Sharjah,امراض القلب المزمنة,Chronic Rheumatic Heart Diseases,مواطن,Citizen,ا,F,0,,,,,,
2008,الشارقة,Sharjah,امراض القلب المزمنة,Chronic Rheumatic Heart Diseases,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الشارقة,Sharjah,امراض القلب المزمنة,Chronic Rheumatic Heart Diseases,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الشارقة,Sharjah,امراض القلب المزمنة,Chronic Rheumatic Heart Diseases,جملة,Total,جملة,Total,0,,,,,,
2008,الشارقة,Sharjah,ارتفاع ضغط الدم,Hypertensive Disease,مواطن,Citizen,ذ,M,6,,,,,,
2008,الشارقة,Sharjah,ارتفاع ضغط الدم,Hypertensive Disease,مواطن,Citizen,ا,F,2,,,,,,
2008,الشارقة,Sharjah,ارتفاع ضغط الدم,Hypertensive Disease,غیر مواطن,Non-Citizen,ذ,M,16,,,,,,
2008,الشارقة,Sharjah,ارتفاع ضغط الدم,Hypertensive Disease,غیر مواطن,Non-Citizen,ا,F,5,,,,,,
2008,الشارقة,Sharjah,ارتفاع ضغط الدم,Hypertensive Disease,جملة,Total,جملة,Total,29,,,,,,
2008,الشارقة,Sharjah,مرض القلب الاسكیمى,Ischaemic Heart Disease,مواطن,Citizen,ذ,M,1,,,,,,
2008,الشارقة,Sharjah,مرض القلب الاسكیمى,Ischaemic Heart Disease,مواطن,Citizen,ا,F,1,,,,,,
2008,الشارقة,Sharjah,مرض القلب الاسكیمى,Ischaemic Heart Disease,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الشارقة,Sharjah,مرض القلب الاسكیمى,Ischaemic Heart Disease,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الشارقة,Sharjah,مرض القلب الاسكیمى,Ischaemic Heart Disease,جملة,Total,جملة,Total,2,,,,,,
2008,الشارقة,Sharjah,احتشاء حاد فى عضلة القلب,Acute Myocardial Infarction,مواطن,Citizen,ذ,M,10,,,,,,
2008,الشارقة,Sharjah,احتشاء حاد فى عضلة القلب,Acute Myocardial Infarction,مواطن,Citizen,ا,F,5,,,,,,
2008,الشارقة,Sharjah,احتشاء حاد فى عضلة القلب,Acute Myocardial Infarction,غیر مواطن,Non-Citizen,ذ,M,49,,,,,,
2008,الشارقة,Sharjah,احتشاء حاد فى عضلة القلب,Acute Myocardial Infarction,غیر مواطن,Non-Citizen,ا,F,11,,,,,,
2008,الشارقة,Sharjah,احتشاء حاد فى عضلة القلب,Acute Myocardial Infarction,جملة,Total,جملة,Total,75,,,,,,
2008,الشارقة,Sharjah,امراض اوعیه المخ ,Cerebrovascular Disease,مواطن,Citizen,ذ,M,8,,,,,,
2008,الشارقة,Sharjah,امراض اوعیه المخ ,Cerebrovascular Disease,مواطن,Citizen,ا,F,4,,,,,,
2008,الشارقة,Sharjah,امراض اوعیه المخ ,Cerebrovascular Disease,غیر مواطن,Non-Citizen,ذ,M,30,,,,,,
2008,الشارقة,Sharjah,امراض اوعیه المخ ,Cerebrovascular Disease,غیر مواطن,Non-Citizen,ا,F,12,,,,,,
2008,الشارقة,Sharjah,امراض اوعیه المخ ,Cerebrovascular Disease,جملة,Total,جملة,Total,54,,,,,,
2008,الشارقة,Sharjah,تصلب الشرايین,Atherosclerosis,مواطن,Citizen,ذ,M,0,,,,,,
2008,الشارقة,Sharjah,تصلب الشرايین,Atherosclerosis,مواطن,Citizen,ا,F,0,,,,,,
2008,الشارقة,Sharjah,تصلب الشرايین,Atherosclerosis,غیر مواطن,Non-Citizen,ذ,M,1,,,,,,
2008,الشارقة,Sharjah,تصلب الشرايین,Atherosclerosis,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الشارقة,Sharjah,تصلب الشرايین,Atherosclerosis,جملة,Total,جملة,Total,1,,,,,,
2008,الشارقة,Sharjah,امراض القلب الاخرى,Other Cardiovascular Diseases,مواطن,Citizen,ذ,M,0,,,,,,
2008,الشارقة,Sharjah,امراض القلب الاخرى,Other Cardiovascular Diseases,مواطن,Citizen,ا,F,0,,,,,,
2008,الشارقة,Sharjah,امراض القلب الاخرى,Other Cardiovascular Diseases,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الشارقة,Sharjah,امراض القلب الاخرى,Other Cardiovascular Diseases,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الشارقة,Sharjah,امراض القلب الاخرى,Other Cardiovascular Diseases,جملة,Total,جملة,Total,0,,,,,,
2008,الشارقة,Sharjah,التھاب رئوي,Pneumonia,مواطن,Citizen,ذ,M,12,,,,,,
2008,الشارقة,Sharjah,التھاب رئوي,Pneumonia,مواطن,Citizen,ا,F,11,,,,,,
2008,الشارقة,Sharjah,التھاب رئوي,Pneumonia,غیر مواطن,Non-Citizen,ذ,M,19,,,,,,
2008,الشارقة,Sharjah,التھاب رئوي,Pneumonia,غیر مواطن,Non-Citizen,ا,F,6,,,,,,
2008,الشارقة,Sharjah,التھاب رئوي,Pneumonia,جملة,Total,جملة,Total,48,,,,,,
2008,الشارقة,Sharjah,الانفلونزا,Influenza,مواطن,Citizen,ذ,M,0,,,,,,
2008,الشارقة,Sharjah,الانفلونزا,Influenza,مواطن,Citizen,ا,F,0,,,,,,
2008,الشارقة,Sharjah,الانفلونزا,Influenza,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الشارقة,Sharjah,الانفلونزا,Influenza,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الشارقة,Sharjah,الانفلونزا,Influenza,جملة,Total,جملة,Total,0,,,,,,
2008,الشارقة,Sharjah,التھاب الشعب او انتفاخ الرئــــــة او الربو,"Bronchitis, Emphysema, and Asthma",مواطن,Citizen,ذ,M,0,,,,,,
2008,الشارقة,Sharjah,التھاب الشعب او انتفاخ الرئــــــة او الربو,"Bronchitis, Emphysema, and Asthma",مواطن,Citizen,ا,F,1,,,,,,
2008,الشارقة,Sharjah,التھاب الشعب او انتفاخ الرئــــــة او الربو,"Bronchitis, Emphysema, and Asthma",غیر مواطن,Non-Citizen,ذ,M,5,,,,,,
2008,الشارقة,Sharjah,التھاب الشعب او انتفاخ الرئــــــة او الربو,"Bronchitis, Emphysema, and Asthma",غیر مواطن,Non-Citizen,ا,F,1,,,,,,
2008,الشارقة,Sharjah,التھاب الشعب او انتفاخ الرئــــــة او الربو,"Bronchitis, Emphysema, and Asthma",جملة,Total,جملة,Total,7,,,,,,
2008,الشارقة,Sharjah,امراض جھاز تنفسى اخرى,Other Respiratory Diseases,مواطن,Citizen,ذ,M,4,,,,,,
2008,الشارقة,Sharjah,امراض جھاز تنفسى اخرى,Other Respiratory Diseases,مواطن,Citizen,ا,F,1,,,,,,
2008,الشارقة,Sharjah,امراض جھاز تنفسى اخرى,Other Respiratory Diseases,غیر مواطن,Non-Citizen,ذ,M,205,,,,,,
2008,الشارقة,Sharjah,امراض جھاز تنفسى اخرى,Other Respiratory Diseases,غیر مواطن,Non-Citizen,ا,F,15,,,,,,
2008,الشارقة,Sharjah,امراض جھاز تنفسى اخرى,Other Respiratory Diseases,جملة,Total,جملة,Total,225,,,,,,
2008,الشارقة,Sharjah,قرحة بالمعدة او الاثنى عشر,Ulcer of Stomach and Duodenum,مواطن,Citizen,ذ,M,1,,,,,,
2008,الشارقة,Sharjah,قرحة بالمعدة او الاثنى عشر,Ulcer of Stomach and Duodenum,مواطن,Citizen,ا,F,1,,,,,,
2008,الشارقة,Sharjah,قرحة بالمعدة او الاثنى عشر,Ulcer of Stomach and Duodenum,غیر مواطن,Non-Citizen,ذ,M,5,,,,,,
2008,الشارقة,Sharjah,قرحة بالمعدة او الاثنى عشر,Ulcer of Stomach and Duodenum,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الشارقة,Sharjah,قرحة بالمعدة او الاثنى عشر,Ulcer of Stomach and Duodenum,جملة,Total,جملة,Total,7,,,,,,
2008,الشارقة,Sharjah,التھاب الزائدة الدودية ,Appendicitis,مواطن,Citizen,ذ,M,0,,,,,,
2008,الشارقة,Sharjah,التھاب الزائدة الدودية ,Appendicitis,مواطن,Citizen,ا,F,0,,,,,,
2008,الشارقة,Sharjah,التھاب الزائدة الدودية ,Appendicitis,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الشارقة,Sharjah,التھاب الزائدة الدودية ,Appendicitis,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الشارقة,Sharjah,التھاب الزائدة الدودية ,Appendicitis,جملة,Total,جملة,Total,0,,,,,,
2008,الشارقة,Sharjah,مرض الكبد المزمن وتشمع الكبد,Chronic Liver Diseases and Cirrhosis,مواطن,Citizen,ذ,M,3,,,,,,
2008,الشارقة,Sharjah,مرض الكبد المزمن وتشمع الكبد,Chronic Liver Diseases and Cirrhosis,مواطن,Citizen,ا,F,3,,,,,,
2008,الشارقة,Sharjah,مرض الكبد المزمن وتشمع الكبد,Chronic Liver Diseases and Cirrhosis,غیر مواطن,Non-Citizen,ذ,M,13,,,,,,
2008,الشارقة,Sharjah,مرض الكبد المزمن وتشمع الكبد,Chronic Liver Diseases and Cirrhosis,غیر مواطن,Non-Citizen,ا,F,8,,,,,,
2008,الشارقة,Sharjah,مرض الكبد المزمن وتشمع الكبد,Chronic Liver Diseases and Cirrhosis,جملة,Total,جملة,Total,27,,,,,,
2008,الشارقة,Sharjah,التھاب الكلیة والمتلازمة الكلوية و الكلاء,Nephritis Nephrotic Syndrome and Nephrosis,مواطن,Citizen,ذ,M,4,,,,,,
2008,الشارقة,Sharjah,التھاب الكلیة والمتلازمة الكلوية و الكلاء,Nephritis Nephrotic Syndrome and Nephrosis,مواطن,Citizen,ا,F,4,,,,,,
2008,الشارقة,Sharjah,التھاب الكلیة والمتلازمة الكلوية و الكلاء,Nephritis Nephrotic Syndrome and Nephrosis,غیر مواطن,Non-Citizen,ذ,M,9,,,,,,
2008,الشارقة,Sharjah,التھاب الكلیة والمتلازمة الكلوية و الكلاء,Nephritis Nephrotic Syndrome and Nephrosis,غیر مواطن,Non-Citizen,ا,F,5,,,,,,
2008,الشارقة,Sharjah,التھاب الكلیة والمتلازمة الكلوية و الكلاء,Nephritis Nephrotic Syndrome and Nephrosis,جملة,Total,جملة,Total,22,,,,,,
2008,الشارقة,Sharjah,تضخم البروستاتا,Hyperplasia of the Prostate,مواطن,Citizen,ذ,M,0,,,,,,
2008,الشارقة,Sharjah,تضخم البروستاتا,Hyperplasia of the Prostate,مواطن,Citizen,ا,F,0,,,,,,
2008,الشارقة,Sharjah,تضخم البروستاتا,Hyperplasia of the Prostate,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الشارقة,Sharjah,تضخم البروستاتا,Hyperplasia of the Prostate,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الشارقة,Sharjah,تضخم البروستاتا,Hyperplasia of the Prostate,جملة,Total,جملة,Total,0,,,,,,
2008,الشارقة,Sharjah,الاجھاض,Abortion,مواطن,Citizen,ذ,M,0,,,,,,
2008,الشارقة,Sharjah,الاجھاض,Abortion,مواطن,Citizen,ا,F,0,,,,,,
2008,الشارقة,Sharjah,الاجھاض,Abortion,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الشارقة,Sharjah,الاجھاض,Abortion,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الشارقة,Sharjah,الاجھاض,Abortion,جملة,Total,جملة,Total,0,,,,,,
2008,الشارقة,Sharjah,وفیات تتعلق مباشرة بالحمل و الولادة,Direct Obstetric Deaths,مواطن,Citizen,ذ,M,0,,,,,,
2008,الشارقة,Sharjah,وفیات تتعلق مباشرة بالحمل و الولادة,Direct Obstetric Deaths,مواطن,Citizen,ا,F,0,,,,,,
2008,الشارقة,Sharjah,وفیات تتعلق مباشرة بالحمل و الولادة,Direct Obstetric Deaths,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الشارقة,Sharjah,وفیات تتعلق مباشرة بالحمل و الولادة,Direct Obstetric Deaths,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الشارقة,Sharjah,وفیات تتعلق مباشرة بالحمل و الولادة,Direct Obstetric Deaths,جملة,Total,جملة,Total,0,,,,,,
2008,الشارقة,Sharjah,العیوب الخلقیة,Congenital Anomalies,مواطن,Citizen,ذ,M,7,,,,,,
2008,الشارقة,Sharjah,العیوب الخلقیة,Congenital Anomalies,مواطن,Citizen,ا,F,1,,,,,,
2008,الشارقة,Sharjah,العیوب الخلقیة,Congenital Anomalies,غیر مواطن,Non-Citizen,ذ,M,22,,,,,,
2008,الشارقة,Sharjah,العیوب الخلقیة,Congenital Anomalies,غیر مواطن,Non-Citizen,ا,F,20,,,,,,
2008,الشارقة,Sharjah,العیوب الخلقیة,Congenital Anomalies,جملة,Total,جملة,Total,50,,,,,,
2008,الشارقة,Sharjah,حالات معینة تنشأ فى الفترة حوال الولادة,Certain Conditions Originating in the Perinatal Period,مواطن,Citizen,ذ,M,4,,,,,,
2008,الشارقة,Sharjah,حالات معینة تنشأ فى الفترة حوال الولادة,Certain Conditions Originating in the Perinatal Period,مواطن,Citizen,ا,F,4,,,,,,
2008,الشارقة,Sharjah,حالات معینة تنشأ فى الفترة حوال الولادة,Certain Conditions Originating in the Perinatal Period,غیر مواطن,Non-Citizen,ذ,M,7,,,,,,
2008,الشارقة,Sharjah,حالات معینة تنشأ فى الفترة حوال الولادة,Certain Conditions Originating in the Perinatal Period,غیر مواطن,Non-Citizen,ا,F,7,,,,,,
2008,الشارقة,Sharjah,حالات معینة تنشأ فى الفترة حوال الولادة,Certain Conditions Originating in the Perinatal Period,جملة,Total,جملة,Total,22,,,,,,
2008,الشارقة,Sharjah,اصابة اثناء الولادة  - رض المولود,Birth Trauma,مواطن,Citizen,ذ,M,0,,,,,,
2008,الشارقة,Sharjah,اصابة اثناء الولادة  - رض المولود,Birth Trauma,مواطن,Citizen,ا,F,0,,,,,,
2008,الشارقة,Sharjah,اصابة اثناء الولادة  - رض المولود,Birth Trauma,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الشارقة,Sharjah,اصابة اثناء الولادة  - رض المولود,Birth Trauma,غیر مواطن,Non-Citizen,ا,F,1,,,,,,
2008,الشارقة,Sharjah,اصابة اثناء الولادة  - رض المولود,Birth Trauma,جملة,Total,جملة,Total,1,,,,,,
2008,الشارقة,Sharjah,العـــلامــــات والاعراض و الحالات غیر المحددة,"Signs, Symptoms, and Ill-Defined Conditions",مواطن,Citizen,ذ,M,16,,,,,,
2008,الشارقة,Sharjah,العـــلامــــات والاعراض و الحالات غیر المحددة,"Signs, Symptoms, and Ill-Defined Conditions",مواطن,Citizen,ا,F,20,,,,,,
2008,الشارقة,Sharjah,العـــلامــــات والاعراض و الحالات غیر المحددة,"Signs, Symptoms, and Ill-Defined Conditions",غیر مواطن,Non-Citizen,ذ,M,4,,,,,,
2008,الشارقة,Sharjah,العـــلامــــات والاعراض و الحالات غیر المحددة,"Signs, Symptoms, and Ill-Defined Conditions",غیر مواطن,Non-Citizen,ا,F,9,,,,,,
2008,الشارقة,Sharjah,العـــلامــــات والاعراض و الحالات غیر المحددة,"Signs, Symptoms, and Ill-Defined Conditions",جملة,Total,جملة,Total,49,,,,,,
2008,الشارقة,Sharjah,الاصـــــابات والتسمم,Injuries and Poisonings,مواطن,Citizen,ذ,M,1,,,,,,
2008,الشارقة,Sharjah,الاصـــــابات والتسمم,Injuries and Poisonings,مواطن,Citizen,ا,F,1,,,,,,
2008,الشارقة,Sharjah,الاصـــــابات والتسمم,Injuries and Poisonings,غیر مواطن,Non-Citizen,ذ,M,39,,,,,,
2008,الشارقة,Sharjah,الاصـــــابات والتسمم,Injuries and Poisonings,غیر مواطن,Non-Citizen,ا,F,14,,,,,,
2008,الشارقة,Sharjah,الاصـــــابات والتسمم,Injuries and Poisonings,جملة,Total,جملة,Total,55,,,,,,
2008,الشارقة,Sharjah,الكسور,Fractures,مواطن,Citizen,ذ,M,14,,,,,,
