Year,Medical_District_AR,Medical_District_EN,Cause_of_Death_AR,Cause_of_Death_EN,Nationality_AR,Nationality_EN,Sex_AR,Sex_EN,Value,
2005,عجمان,Ajman,عدوى بالمكورات السحائیــــة,Tetanus,غیر مواطن,Non-Citizen,ذ,M,0,
2005,عجمان,Ajman,عدوى بالمكورات السحائیــــة,Tetanus,غیر مواطن,Non-Citizen,ا,F,0,
2005,عجمان,Ajman,عدوى بالمكورات السحائیــــة,Tetanus,جملة,Total,جملة,Total,0,
2005,عجمان,Ajman,التیتانوس-الكزاز,Septicaemia,مواطن,Citizen,ذ,M,3,
2005,عجمان,Ajman,التیتانوس-الكزاز,Septicaemia,مواطن,Citizen,ا,F,2,
2005,عجمان,Ajman,التیتانوس-الكزاز,Septicaemia,غیر مواطن,Non-Citizen,ذ,M,6,
2005,عجمان,Ajman,التیتانوس-الكزاز,Septicaemia,غیر مواطن,Non-Citizen,ا,F,5,
2005,عجمان,Ajman,التیتانوس-الكزاز,Septicaemia,جملة,Total,جملة,Total,16,
2005,عجمان,Ajman,التسمم الدموي,Smallpox,مواطن,Citizen,ذ,M,0,
2005,عجمان,Ajman,التسمم الدموي,Smallpox,مواطن,Citizen,ا,F,0,
2005,عجمان,Ajman,التسمم الدموي,Smallpox,غیر مواطن,Non-Citizen,ذ,M,0,
2005,عجمان,Ajman,التسمم الدموي,Smallpox,غیر مواطن,Non-Citizen,ا,F,0,
2005,عجمان,Ajman,التسمم الدموي,Smallpox,جملة,Total,جملة,Total,0,
2005,عجمان,Ajman,الجدري,Measles,مواطن,Citizen,ذ,M,0,
2005,عجمان,Ajman,الجدري,Measles,مواطن,Citizen,ا,F,0,
2005,عجمان,Ajman,الجدري,Measles,غیر مواطن,Non-Citizen,ذ,M,0,
2005,عجمان,Ajman,الجدري,Measles,غیر مواطن,Non-Citizen,ا,F,0,
2005,عجمان,Ajman,الجدري,Measles,جملة,Total,جملة,Total,0,
2005,عجمان,Ajman,الحصبه,Malaria,مواطن,Citizen,ذ,M,0,
2005,عجمان,Ajman,الحصبه,Malaria,مواطن,Citizen,ا,F,0,
2005,عجمان,Ajman,الحصبه,Malaria,غیر مواطن,Non-Citizen,ذ,M,0,
2005,عجمان,Ajman,الحصبه,Malaria,غیر مواطن,Non-Citizen,ا,F,0,
2005,عجمان,Ajman,الحصبه,Malaria,جملة,Total,جملة,Total,0,
2005,عجمان,Ajman,الملاريا,Malignant Neoplasm of the Stomach,مواطن,Citizen,ذ,M,0,
2005,عجمان,Ajman,الملاريا,Malignant Neoplasm of the Stomach,مواطن,Citizen,ا,F,1,
2005,عجمان,Ajman,الملاريا,Malignant Neoplasm of the Stomach,غیر مواطن,Non-Citizen,ذ,M,0,
2005,عجمان,Ajman,الملاريا,Malignant Neoplasm of the Stomach,غیر مواطن,Non-Citizen,ا,F,1,
2005,عجمان,Ajman,الملاريا,Malignant Neoplasm of the Stomach,جملة,Total,جملة,Total,2,
2005,عجمان,Ajman,ورم خبیث بالمعدة,Malignant Neoplasm of the Colon,مواطن,Citizen,ذ,M,0,
2005,عجمان,Ajman,ورم خبیث بالمعدة,Malignant Neoplasm of the Colon,مواطن,Citizen,ا,F,1,
2005,عجمان,Ajman,ورم خبیث بالمعدة,Malignant Neoplasm of the Colon,غیر مواطن,Non-Citizen,ذ,M,0,
2005,عجمان,Ajman,ورم خبیث بالمعدة,Malignant Neoplasm of the Colon,غیر مواطن,Non-Citizen,ا,F,0,
2005,عجمان,Ajman,ورم خبیث بالمعدة,Malignant Neoplasm of the Colon,جملة,Total,جملة,Total,1,
2005,عجمان,Ajman,ورم خبیث بالقولون,Malignant Neoplasm of the Rectum,مواطن,Citizen,ذ,M,0,
2005,عجمان,Ajman,ورم خبیث بالقولون,Malignant Neoplasm of the Rectum,مواطن,Citizen,ا,F,0,
2005,عجمان,Ajman,ورم خبیث بالقولون,Malignant Neoplasm of the Rectum,غیر مواطن,Non-Citizen,ذ,M,0,
2005,عجمان,Ajman,ورم خبیث بالقولون,Malignant Neoplasm of the Rectum,غیر مواطن,Non-Citizen,ا,F,0,
2005,عجمان,Ajman,ورم خبیث بالقولون,Malignant Neoplasm of the Rectum,جملة,Total,جملة,Total,0,
2005,عجمان,Ajman,ورم خبیث بالمستقیم او الشرج,"Malignant Neoplasm of the Trachea, Bronchus, and Lung",مواطن,Citizen,ذ,M,2,
2005,عجمان,Ajman,ورم خبیث بالمستقیم او الشرج,"Malignant Neoplasm of the Trachea, Bronchus, and Lung",مواطن,Citizen,ا,F,1,
2005,عجمان,Ajman,ورم خبیث بالمستقیم او الشرج,"Malignant Neoplasm of the Trachea, Bronchus, and Lung",غیر مواطن,Non-Citizen,ذ,M,1,
2005,عجمان,Ajman,ورم خبیث بالمستقیم او الشرج,"Malignant Neoplasm of the Trachea, Bronchus, and Lung",غیر مواطن,Non-Citizen,ا,F,0,
2005,عجمان,Ajman,ورم خبیث بالمستقیم او الشرج,"Malignant Neoplasm of the Trachea, Bronchus, and Lung",جملة,Total,جملة,Total,4,
2005,عجمان,Ajman,ورم خبیث بالقصبة الھوائیة او الشعب او الرئه,Malignant Neoplasm of the Breast,مواطن,Citizen,ذ,M,0,
2005,عجمان,Ajman,ورم خبیث بالقصبة الھوائیة او الشعب او الرئه,Malignant Neoplasm of the Breast,مواطن,Citizen,ا,F,0,
2005,عجمان,Ajman,ورم خبیث بالقصبة الھوائیة او الشعب او الرئه,Malignant Neoplasm of the Breast,غیر مواطن,Non-Citizen,ذ,M,0,
2005,عجمان,Ajman,ورم خبیث بالقصبة الھوائیة او الشعب او الرئه,Malignant Neoplasm of the Breast,غیر مواطن,Non-Citizen,ا,F,1,
2005,عجمان,Ajman,ورم خبیث بالقصبة الھوائیة او الشعب او الرئه,Malignant Neoplasm of the Breast,جملة,Total,جملة,Total,1,
2005,عجمان,Ajman,ورم خبیث بالثدي,Malignant Neoplasm of the Cervix Uteri,مواطن,Citizen,ذ,M,0,
2005,عجمان,Ajman,ورم خبیث بالثدي,Malignant Neoplasm of the Cervix Uteri,مواطن,Citizen,ا,F,0,
2005,عجمان,Ajman,ورم خبیث بالثدي,Malignant Neoplasm of the Cervix Uteri,غیر مواطن,Non-Citizen,ذ,M,0,
2005,عجمان,Ajman,ورم خبیث بالثدي,Malignant Neoplasm of the Cervix Uteri,غیر مواطن,Non-Citizen,ا,F,0,
2005,عجمان,Ajman,ورم خبیث بالثدي,Malignant Neoplasm of the Cervix Uteri,جملة,Total,جملة,Total,0,
2005,عجمان,Ajman,ورم خبیث بعنق الرحم,Other Malignant Neoplasm,مواطن,Citizen,ذ,M,3,
2005,عجمان,Ajman,ورم خبیث بعنق الرحم,Other Malignant Neoplasm,مواطن,Citizen,ا,F,5,
2005,عجمان,Ajman,ورم خبیث بعنق الرحم,Other Malignant Neoplasm,غیر مواطن,Non-Citizen,ذ,M,4,
2005,عجمان,Ajman,ورم خبیث بعنق الرحم,Other Malignant Neoplasm,غیر مواطن,Non-Citizen,ا,F,4,
2005,عجمان,Ajman,ورم خبیث بعنق الرحم,Other Malignant Neoplasm,جملة,Total,جملة,Total,16,
2005,عجمان,Ajman,اورام خبیثة اخرى,Leukaemia,مواطن,Citizen,ذ,M,0,
2005,عجمان,Ajman,اورام خبیثة اخرى,Leukaemia,مواطن,Citizen,ا,F,1,
2005,عجمان,Ajman,اورام خبیثة اخرى,Leukaemia,غیر مواطن,Non-Citizen,ذ,M,0,
2005,عجمان,Ajman,اورام خبیثة اخرى,Leukaemia,غیر مواطن,Non-Citizen,ا,F,0,
2005,عجمان,Ajman,اورام خبیثة اخرى,Leukaemia,جملة,Total,جملة,Total,1,
2005,عجمان,Ajman,سرطان الدم,Diabetes Mellitus,مواطن,Citizen,ذ,M,0,
2005,عجمان,Ajman,سرطان الدم,Diabetes Mellitus,مواطن,Citizen,ا,F,0,
2005,عجمان,Ajman,سرطان الدم,Diabetes Mellitus,غیر مواطن,Non-Citizen,ذ,M,0,
2005,عجمان,Ajman,سرطان الدم,Diabetes Mellitus,غیر مواطن,Non-Citizen,ا,F,1,
2005,عجمان,Ajman,سرطان الدم,Diabetes Mellitus,جملة,Total,جملة,Total,1,
2005,عجمان,Ajman,داء السكري,Nutritional Marasmus,مواطن,Citizen,ذ,M,0,
2005,عجمان,Ajman,داء السكري,Nutritional Marasmus,مواطن,Citizen,ا,F,0,
2005,عجمان,Ajman,داء السكري,Nutritional Marasmus,غیر مواطن,Non-Citizen,ذ,M,0,
2005,عجمان,Ajman,داء السكري,Nutritional Marasmus,غیر مواطن,Non-Citizen,ا,F,0,
2005,عجمان,Ajman,داء السكري,Nutritional Marasmus,جملة,Total,جملة,Total,0,
2005,عجمان,Ajman,الھزال الغذائي,Other Protein-Calorie Malnutrition,مواطن,Citizen,ذ,M,0,
2005,عجمان,Ajman,الھزال الغذائي,Other Protein-Calorie Malnutrition,مواطن,Citizen,ا,F,0,
2005,عجمان,Ajman,الھزال الغذائي,Other Protein-Calorie Malnutrition,غیر مواطن,Non-Citizen,ذ,M,0,
2005,عجمان,Ajman,الھزال الغذائي,Other Protein-Calorie Malnutrition,غیر مواطن,Non-Citizen,ا,F,0,
2005,عجمان,Ajman,الھزال الغذائي,Other Protein-Calorie Malnutrition,جملة,Total,جملة,Total,0,
2005,عجمان,Ajman,انواع اخرى من سوء التغذية,Anaemia,مواطن,Citizen,ذ,M,0,
2005,عجمان,Ajman,انواع اخرى من سوء التغذية,Anaemia,مواطن,Citizen,ا,F,0,
2005,عجمان,Ajman,انواع اخرى من سوء التغذية,Anaemia,غیر مواطن,Non-Citizen,ذ,M,0,
2005,عجمان,Ajman,انواع اخرى من سوء التغذية,Anaemia,غیر مواطن,Non-Citizen,ا,F,0,
2005,عجمان,Ajman,انواع اخرى من سوء التغذية,Anaemia,جملة,Total,جملة,Total,0,
2005,عجمان,Ajman,فقر الدم,Mental Disorders,مواطن,Citizen,ذ,M,0,
2005,عجمان,Ajman,فقر الدم,Mental Disorders,مواطن,Citizen,ا,F,0,
2005,عجمان,Ajman,فقر الدم,Mental Disorders,غیر مواطن,Non-Citizen,ذ,M,0,
2005,عجمان,Ajman,فقر الدم,Mental Disorders,غیر مواطن,Non-Citizen,ا,F,0,
2005,عجمان,Ajman,فقر الدم,Mental Disorders,جملة,Total,جملة,Total,0,
2005,عجمان,Ajman,الاضطرابات العقلیة,Diseases of the Nervous System,مواطن,Citizen,ذ,M,0,
2005,عجمان,Ajman,الاضطرابات العقلیة,Diseases of the Nervous System,مواطن,Citizen,ا,F,0,
2005,عجمان,Ajman,الاضطرابات العقلیة,Diseases of the Nervous System,غیر مواطن,Non-Citizen,ذ,M,0,
2005,عجمان,Ajman,الاضطرابات العقلیة,Diseases of the Nervous System,غیر مواطن,Non-Citizen,ا,F,0,
2005,عجمان,Ajman,الاضطرابات العقلیة,Diseases of the Nervous System,جملة,Total,جملة,Total,0,
2005,عجمان,Ajman,امراض الجھاز العصبي,Meningitis,مواطن,Citizen,ذ,M,0,
2005,عجمان,Ajman,امراض الجھاز العصبي,Meningitis,مواطن,Citizen,ا,F,0,
2005,عجمان,Ajman,امراض الجھاز العصبي,Meningitis,غیر مواطن,Non-Citizen,ذ,M,1,
2005,عجمان,Ajman,امراض الجھاز العصبي,Meningitis,غیر مواطن,Non-Citizen,ا,F,1,
2005,عجمان,Ajman,امراض الجھاز العصبي,Meningitis,جملة,Total,جملة,Total,2,
2005,عجمان,Ajman,التھاب سحائي,Other Diseases of the Circulatory System,مواطن,Citizen,ذ,M,4,
2005,عجمان,Ajman,التھاب سحائي,Other Diseases of the Circulatory System,مواطن,Citizen,ا,F,2,
2005,عجمان,Ajman,التھاب سحائي,Other Diseases of the Circulatory System,غیر مواطن,Non-Citizen,ذ,M,12,
2005,عجمان,Ajman,التھاب سحائي,Other Diseases of the Circulatory System,غیر مواطن,Non-Citizen,ا,F,1,
2005,عجمان,Ajman,التھاب سحائي,Other Diseases of the Circulatory System,جملة,Total,جملة,Total,19,
2005,عجمان,Ajman,امراض الجھاز الدوري الاخرى,Acute Rheumatic Fever,مواطن,Citizen,ذ,M,0,
2005,عجمان,Ajman,امراض الجھاز الدوري الاخرى,Acute Rheumatic Fever,مواطن,Citizen,ا,F,0,
2005,عجمان,Ajman,امراض الجھاز الدوري الاخرى,Acute Rheumatic Fever,غیر مواطن,Non-Citizen,ذ,M,0,
2005,عجمان,Ajman,امراض الجھاز الدوري الاخرى,Acute Rheumatic Fever,غیر مواطن,Non-Citizen,ا,F,0,
2005,عجمان,Ajman,امراض الجھاز الدوري الاخرى,Acute Rheumatic Fever,جملة,Total,جملة,Total,0,
2005,عجمان,Ajman,حمى روماتیزمیة حادة,Chronic Rheumatic Heart Diseases,مواطن,Citizen,ذ,M,0,
2005,عجمان,Ajman,حمى روماتیزمیة حادة,Chronic Rheumatic Heart Diseases,مواطن,Citizen,ا,F,0,
2005,عجمان,Ajman,حمى روماتیزمیة حادة,Chronic Rheumatic Heart Diseases,غیر مواطن,Non-Citizen,ذ,M,0,
2005,عجمان,Ajman,حمى روماتیزمیة حادة,Chronic Rheumatic Heart Diseases,غیر مواطن,Non-Citizen,ا,F,0,
2005,عجمان,Ajman,حمى روماتیزمیة حادة,Chronic Rheumatic Heart Diseases,جملة,Total,جملة,Total,0,
2005,عجمان,Ajman,امراض قلب روماتیزمیة مزمنة,Hypertensive Disease,مواطن,Citizen,ذ,M,0,
2005,عجمان,Ajman,امراض قلب روماتیزمیة مزمنة,Hypertensive Disease,مواطن,Citizen,ا,F,0,
2005,عجمان,Ajman,امراض قلب روماتیزمیة مزمنة,Hypertensive Disease,غیر مواطن,Non-Citizen,ذ,M,2,
2005,عجمان,Ajman,امراض قلب روماتیزمیة مزمنة,Hypertensive Disease,غیر مواطن,Non-Citizen,ا,F,0,
2005,عجمان,Ajman,امراض قلب روماتیزمیة مزمنة,Hypertensive Disease,جملة,Total,جملة,Total,2,
2005,عجمان,Ajman,ارتفاع ضغط الدم,Ischaemic Heart Disease,مواطن,Citizen,ذ,M,3,
2005,عجمان,Ajman,ارتفاع ضغط الدم,Ischaemic Heart Disease,مواطن,Citizen,ا,F,1,
2005,عجمان,Ajman,ارتفاع ضغط الدم,Ischaemic Heart Disease,غیر مواطن,Non-Citizen,ذ,M,1,
2005,عجمان,Ajman,ارتفاع ضغط الدم,Ischaemic Heart Disease,غیر مواطن,Non-Citizen,ا,F,0,
2005,عجمان,Ajman,ارتفاع ضغط الدم,Ischaemic Heart Disease,جملة,Total,جملة,Total,5,
2005,عجمان,Ajman,مرض القلب الاسكیمى,Acute Myocardial Infarction,مواطن,Citizen,ذ,M,0,
2005,عجمان,Ajman,مرض القلب الاسكیمى,Acute Myocardial Infarction,مواطن,Citizen,ا,F,2,
2005,عجمان,Ajman,مرض القلب الاسكیمى,Acute Myocardial Infarction,غیر مواطن,Non-Citizen,ذ,M,11,
2005,عجمان,Ajman,مرض القلب الاسكیمى,Acute Myocardial Infarction,غیر مواطن,Non-Citizen,ا,F,2,
2005,عجمان,Ajman,مرض القلب الاسكیمى,Acute Myocardial Infarction,جملة,Total,جملة,Total,15,
2005,عجمان,Ajman,احتشاء حاد فى عضلة القلب,Cerebrovascular Disease,مواطن,Citizen,ذ,M,3,
2005,عجمان,Ajman,احتشاء حاد فى عضلة القلب,Cerebrovascular Disease,مواطن,Citizen,ا,F,5,
2005,عجمان,Ajman,احتشاء حاد فى عضلة القلب,Cerebrovascular Disease,غیر مواطن,Non-Citizen,ذ,M,4,
2005,عجمان,Ajman,احتشاء حاد فى عضلة القلب,Cerebrovascular Disease,غیر مواطن,Non-Citizen,ا,F,9,
2005,عجمان,Ajman,احتشاء حاد فى عضلة القلب,Cerebrovascular Disease,جملة,Total,جملة,Total,21,
2005,عجمان,Ajman,امراض اوعیه المخ الوعائیة,Atherosclerosis,مواطن,Citizen,ذ,M,0,
2005,عجمان,Ajman,امراض اوعیه المخ الوعائیة,Atherosclerosis,مواطن,Citizen,ا,F,0,
2005,عجمان,Ajman,امراض اوعیه المخ الوعائیة,Atherosclerosis,غیر مواطن,Non-Citizen,ذ,M,0,
2005,عجمان,Ajman,امراض اوعیه المخ الوعائیة,Atherosclerosis,غیر مواطن,Non-Citizen,ا,F,0,
2005,عجمان,Ajman,امراض اوعیه المخ الوعائیة,Atherosclerosis,جملة,Total,جملة,Total,0,
2005,عجمان,Ajman,تصلب الشرايین,Other Cardiovascular Diseases,مواطن,Citizen,ذ,M,0,
2005,عجمان,Ajman,تصلب الشرايین,Other Cardiovascular Diseases,مواطن,Citizen,ا,F,0,
2005,عجمان,Ajman,تصلب الشرايین,Other Cardiovascular Diseases,غیر مواطن,Non-Citizen,ذ,M,0,
2005,عجمان,Ajman,تصلب الشرايین,Other Cardiovascular Diseases,غیر مواطن,Non-Citizen,ا,F,0,
2005,عجمان,Ajman,تصلب الشرايین,Other Cardiovascular Diseases,جملة,Total,جملة,Total,0,
2005,عجمان,Ajman,امراض القلب الاخرى,Pneumonia,مواطن,Citizen,ذ,M,1,
2005,عجمان,Ajman,امراض القلب الاخرى,Pneumonia,مواطن,Citizen,ا,F,1,
2005,عجمان,Ajman,امراض القلب الاخرى,Pneumonia,غیر مواطن,Non-Citizen,ذ,M,4,
2005,عجمان,Ajman,امراض القلب الاخرى,Pneumonia,غیر مواطن,Non-Citizen,ا,F,4,
2005,عجمان,Ajman,امراض القلب الاخرى,Pneumonia,جملة,Total,جملة,Total,10,
2005,عجمان,Ajman,التھاب رئوي,Influenza,مواطن,Citizen,ذ,M,0,
2005,عجمان,Ajman,التھاب رئوي,Influenza,مواطن,Citizen,ا,F,0,
2005,عجمان,Ajman,التھاب رئوي,Influenza,غیر مواطن,Non-Citizen,ذ,M,0,
2005,عجمان,Ajman,التھاب رئوي,Influenza,غیر مواطن,Non-Citizen,ا,F,0,
2005,عجمان,Ajman,التھاب رئوي,Influenza,جملة,Total,جملة,Total,0,
2005,عجمان,Ajman,انفلونزا,"Bronchitis, Emphysema, and Asthma",مواطن,Citizen,ذ,M,0,
2005,عجمان,Ajman,انفلونزا,"Bronchitis, Emphysema, and Asthma",مواطن,Citizen,ا,F,0,
2005,عجمان,Ajman,انفلونزا,"Bronchitis, Emphysema, and Asthma",غیر مواطن,Non-Citizen,ذ,M,0,
2005,عجمان,Ajman,انفلونزا,"Bronchitis, Emphysema, and Asthma",غیر مواطن,Non-Citizen,ا,F,1,
2005,عجمان,Ajman,انفلونزا,"Bronchitis, Emphysema, and Asthma",جملة,Total,جملة,Total,1,
2005,عجمان,Ajman,التھاب الشعب او انتفاخ الرئــــــة او الربو,Other Respiratory Diseases,مواطن,Citizen,ذ,M,0,
2005,عجمان,Ajman,التھاب الشعب او انتفاخ الرئــــــة او الربو,Other Respiratory Diseases,مواطن,Citizen,ا,F,0,
2005,عجمان,Ajman,التھاب الشعب او انتفاخ الرئــــــة او الربو,Other Respiratory Diseases,غیر مواطن,Non-Citizen,ذ,M,0,
2005,عجمان,Ajman,التھاب الشعب او انتفاخ الرئــــــة او الربو,Other Respiratory Diseases,غیر مواطن,Non-Citizen,ا,F,0,
2005,عجمان,Ajman,التھاب الشعب او انتفاخ الرئــــــة او الربو,Other Respiratory Diseases,جملة,Total,جملة,Total,0,
2005,عجمان,Ajman,امراض جھاز تنفسي اخرى,Ulcer of Stomach and Duodenum,مواطن,Citizen,ذ,M,0,
2005,عجمان,Ajman,امراض جھاز تنفسي اخرى,Ulcer of Stomach and Duodenum,مواطن,Citizen,ا,F,0,
2005,عجمان,Ajman,امراض جھاز تنفسي اخرى,Ulcer of Stomach and Duodenum,غیر مواطن,Non-Citizen,ذ,M,0,
2005,عجمان,Ajman,امراض جھاز تنفسي اخرى,Ulcer of Stomach and Duodenum,غیر مواطن,Non-Citizen,ا,F,1,
2005,عجمان,Ajman,امراض جھاز تنفسي اخرى,Ulcer of Stomach and Duodenum,جملة,Total,جملة,Total,1,
2005,عجمان,Ajman,قرحة بالمعدة او الاثنى عشر,Appendicitis,مواطن,Citizen,ذ,M,0,
2005,عجمان,Ajman,قرحة بالمعدة او الاثنى عشر,Appendicitis,مواطن,Citizen,ا,F,0,
2005,عجمان,Ajman,قرحة بالمعدة او الاثنى عشر,Appendicitis,غیر مواطن,Non-Citizen,ذ,M,0,
2005,عجمان,Ajman,قرحة بالمعدة او الاثنى عشر,Appendicitis,غیر مواطن,Non-Citizen,ا,F,0,
2005,عجمان,Ajman,قرحة بالمعدة او الاثنى عشر,Appendicitis,جملة,Total,جملة,Total,0,
2005,عجمان,Ajman,التھاب الذائدة الدودية ,Chronic Liver Diseases and Cirrhosis,مواطن,Citizen,ذ,M,1,
2005,عجمان,Ajman,التھاب الذائدة الدودية ,Chronic Liver Diseases and Cirrhosis,مواطن,Citizen,ا,F,0,
2005,عجمان,Ajman,التھاب الذائدة الدودية ,Chronic Liver Diseases and Cirrhosis,غیر مواطن,Non-Citizen,ذ,M,1,
2005,عجمان,Ajman,التھاب الذائدة الدودية ,Chronic Liver Diseases and Cirrhosis,غیر مواطن,Non-Citizen,ا,F,0,
2005,عجمان,Ajman,التھاب الذائدة الدودية ,Chronic Liver Diseases and Cirrhosis,جملة,Total,جملة,Total,2,
2005,عجمان,Ajman,مرض الكبد المزمن وتشمع الكبد,Nephritis Nephrotic Syndrome and Nephrosis,مواطن,Citizen,ذ,M,0,
2005,عجمان,Ajman,مرض الكبد المزمن وتشمع الكبد,Nephritis Nephrotic Syndrome and Nephrosis,مواطن,Citizen,ا,F,2,
2005,عجمان,Ajman,مرض الكبد المزمن وتشمع الكبد,Nephritis Nephrotic Syndrome and Nephrosis,غیر مواطن,Non-Citizen,ذ,M,2,
2005,عجمان,Ajman,مرض الكبد المزمن وتشمع الكبد,Nephritis Nephrotic Syndrome and Nephrosis,غیر مواطن,Non-Citizen,ا,F,2,
2005,عجمان,Ajman,مرض الكبد المزمن وتشمع الكبد,Nephritis Nephrotic Syndrome and Nephrosis,جملة,Total,جملة,Total,6,
2005,عجمان,Ajman,التھاب الكلیة والمتلازمة الكلوية و الكلاء,Hyperplasia of the Prostate,مواطن,Citizen,ذ,M,0,
2005,عجمان,Ajman,التھاب الكلیة والمتلازمة الكلوية و الكلاء,Hyperplasia of the Prostate,مواطن,Citizen,ا,F,0,
2005,عجمان,Ajman,التھاب الكلیة والمتلازمة الكلوية و الكلاء,Hyperplasia of the Prostate,غیر مواطن,Non-Citizen,ذ,M,0,
2005,عجمان,Ajman,التھاب الكلیة والمتلازمة الكلوية و الكلاء,Hyperplasia of the Prostate,غیر مواطن,Non-Citizen,ا,F,0,
2005,عجمان,Ajman,التھاب الكلیة والمتلازمة الكلوية و الكلاء,Hyperplasia of the Prostate,جملة,Total,جملة,Total,0,
2005,عجمان,Ajman,تضخم البروستاتا,Abortion,مواطن,Citizen,ذ,M,0,
2005,عجمان,Ajman,تضخم البروستاتا,Abortion,مواطن,Citizen,ا,F,0,
2005,عجمان,Ajman,تضخم البروستاتا,Abortion,غیر مواطن,Non-Citizen,ذ,M,0,
2005,عجمان,Ajman,تضخم البروستاتا,Abortion,غیر مواطن,Non-Citizen,ا,F,0,
2005,عجمان,Ajman,تضخم البروستاتا,Abortion,جملة,Total,جملة,Total,0,
2005,عجمان,Ajman,الاجھاض,Direct Obstetric Deaths,مواطن,Citizen,ذ,M,0,
2005,عجمان,Ajman,الاجھاض,Direct Obstetric Deaths,مواطن,Citizen,ا,F,0,
2005,عجمان,Ajman,الاجھاض,Direct Obstetric Deaths,غیر مواطن,Non-Citizen,ذ,M,0,
2005,عجمان,Ajman,الاجھاض,Direct Obstetric Deaths,غیر مواطن,Non-Citizen,ا,F,0,
2005,عجمان,Ajman,الاجھاض,Direct Obstetric Deaths,جملة,Total,جملة,Total,0,
2005,عجمان,Ajman,وفیات تتعلق مباشرة بالحمل و الولادة,Congenital Anomalies,مواطن,Citizen,ذ,M,1,
2005,عجمان,Ajman,وفیات تتعلق مباشرة بالحمل و الولادة,Congenital Anomalies,مواطن,Citizen,ا,F,1,
2005,عجمان,Ajman,وفیات تتعلق مباشرة بالحمل و الولادة,Congenital Anomalies,غیر مواطن,Non-Citizen,ذ,M,3,
2005,عجمان,Ajman,وفیات تتعلق مباشرة بالحمل و الولادة,Congenital Anomalies,غیر مواطن,Non-Citizen,ا,F,7,
2005,عجمان,Ajman,وفیات تتعلق مباشرة بالحمل و الولادة,Congenital Anomalies,جملة,Total,جملة,Total,12,
2005,عجمان,Ajman,العیوب الخلقیة,Certain Conditions Originating in the Perinatal Period,مواطن,Citizen,ذ,M,1,
2005,عجمان,Ajman,العیوب الخلقیة,Certain Conditions Originating in the Perinatal Period,مواطن,Citizen,ا,F,0,
2005,عجمان,Ajman,العیوب الخلقیة,Certain Conditions Originating in the Perinatal Period,غیر مواطن,Non-Citizen,ذ,M,6,
2005,عجمان,Ajman,العیوب الخلقیة,Certain Conditions Originating in the Perinatal Period,غیر مواطن,Non-Citizen,ا,F,8,
2005,عجمان,Ajman,العیوب الخلقیة,Certain Conditions Originating in the Perinatal Period,جملة,Total,جملة,Total,15,
2005,عجمان,Ajman,حالات معینة تنشأ فى الفترة حوالى الولادة,Birth Trauma,مواطن,Citizen,ذ,M,0,
2005,عجمان,Ajman,حالات معینة تنشأ فى الفترة حوالى الولادة,Birth Trauma,مواطن,Citizen,ا,F,0,
2005,عجمان,Ajman,حالات معینة تنشأ فى الفترة حوالى الولادة,Birth Trauma,غیر مواطن,Non-Citizen,ذ,M,0,
2005,عجمان,Ajman,حالات معینة تنشأ فى الفترة حوالى الولادة,Birth Trauma,غیر مواطن,Non-Citizen,ا,F,0,
2005,عجمان,Ajman,حالات معینة تنشأ فى الفترة حوالى الولادة,Birth Trauma,جملة,Total,جملة,Total,0,
2005,عجمان,Ajman,اصابة اثناء الولادة  - رض المولود,"Signs, Symptoms, and Ill-Defined Conditions",مواطن,Citizen,ذ,M,16,
2005,عجمان,Ajman,اصابة اثناء الولادة  - رض المولود,"Signs, Symptoms, and Ill-Defined Conditions",مواطن,Citizen,ا,F,6,
2005,عجمان,Ajman,اصابة اثناء الولادة  - رض المولود,"Signs, Symptoms, and Ill-Defined Conditions",غیر مواطن,Non-Citizen,ذ,M,73,
2005,عجمان,Ajman,اصابة اثناء الولادة  - رض المولود,"Signs, Symptoms, and Ill-Defined Conditions",غیر مواطن,Non-Citizen,ا,F,16,
2005,عجمان,Ajman,اصابة اثناء الولادة  - رض المولود,"Signs, Symptoms, and Ill-Defined Conditions",جملة,Total,جملة,Total,111,
2005,عجمان,Ajman,العـــلامــــات والاعراض و الحالات غیر المحددة,Injuries and Poisonings,مواطن,Citizen,ذ,M,9,
2005,عجمان,Ajman,العـــلامــــات والاعراض و الحالات غیر المحددة,Injuries and Poisonings,مواطن,Citizen,ا,F,2,
2005,عجمان,Ajman,العـــلامــــات والاعراض و الحالات غیر المحددة,Injuries and Poisonings,غیر مواطن,Non-Citizen,ذ,M,38,
2005,عجمان,Ajman,العـــلامــــات والاعراض و الحالات غیر المحددة,Injuries and Poisonings,غیر مواطن,Non-Citizen,ا,F,7,
2005,عجمان,Ajman,العـــلامــــات والاعراض و الحالات غیر المحددة,Injuries and Poisonings,جملة,Total,جملة,Total,56,
2005,عجمان,Ajman,الاصـــــابات والتسمم,Fractures,مواطن,Citizen,ذ,M,0,
2005,عجمان,Ajman,الاصـــــابات والتسمم,Fractures,مواطن,Citizen,ا,F,0,
2005,عجمان,Ajman,الاصـــــابات والتسمم,Fractures,غیر مواطن,Non-Citizen,ذ,M,0,
2005,عجمان,Ajman,الاصـــــابات والتسمم,Fractures,غیر مواطن,Non-Citizen,ا,F,0,
2005,عجمان,Ajman,الاصـــــابات والتسمم,Fractures,جملة,Total,جملة,Total,0,
